TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2019,8,25,17,3,12XX W HASTINGS ST,Central Business District,491061.5289,5459578.2
Break and Enter Commercial,2019,3,29,8,26,12XX W HASTINGS ST,Central Business District,491064.3753,5459576.872
Break and Enter Commercial,2019,8,11,3,34,12XX W PENDER ST,Central Business District,490898.9956,5459575.087
Break and Enter Commercial,2019,9,1,0,0,12XX W PENDER ST,Central Business District,490898.9956,5459575.087
Break and Enter Commercial,2019,9,30,0,30,12XX W PENDER ST,Central Business District,490899.0425,5459585.158
Break and Enter Commercial,2019,9,28,10,52,12XX W PENDER ST,Central Business District,491021.5493,5459527.908
Break and Enter Commercial,2019,4,7,13,54,13XX ALBERNI ST,West End,490700.6544,5459484.513
Break and Enter Commercial,2019,8,29,23,0,13XX BIDWELL ST,West End,489685.7105,5459161.094
Break and Enter Commercial,2019,8,15,19,46,13XX BIRCH WALK,Fairview,490215.2736,5457295.903
Break and Enter Commercial,2019,4,22,23,59,13XX BURNABY ST,West End,490009.5252,5458915.403
Break and Enter Commercial,2019,5,12,6,34,13XX BURRARD ST,West End,490442.1511,5458334.187
Break and Enter Commercial,2019,6,20,5,2,13XX BURRARD ST,West End,490442.1511,5458334.187
Break and Enter Commercial,2019,6,22,5,3,13XX BURRARD ST,West End,490442.1511,5458334.187
Break and Enter Commercial,2019,6,22,10,45,13XX BURRARD ST,Central Business District,490451.6847,5458330.788
Break and Enter Commercial,2019,3,8,20,0,13XX CARDERO ST,West End,489764.6697,5459023.313
Break and Enter Commercial,2019,10,20,0,7,13XX CARDERO ST,West End,489766.6902,5459025.408
Break and Enter Commercial,2019,3,29,4,15,13XX DAVIE ST,West End,490145.3665,5458952.841
Break and Enter Commercial,2019,11,11,23,19,13XX DAVIE ST,West End,490145.3665,5458952.841
Break and Enter Commercial,2019,9,30,9,29,13XX E 3RD AVE,Grandview-Woodland,494428.958,5457239.094
Break and Enter Commercial,2019,9,29,12,25,13XX E 8TH AVE,Grandview-Woodland,494382.0873,5456727.769
Break and Enter Commercial,2019,1,8,8,8,13XX E HASTINGS ST,Grandview-Woodland,494450.4536,5458729.489
Break and Enter Commercial,2019,1,26,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,3,13,8,15,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,3,14,16,45,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,3,15,5,41,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,3,27,18,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,4,3,10,33,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,4,3,11,1,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,4,10,10,22,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,4,11,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,4,23,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,6,3,11,50,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,6,18,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,6,18,4,35,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,6,19,14,20,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,6,20,16,15,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,7,4,11,56,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,8,3,14,32,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,8,3,20,26,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,8,30,13,5,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,9,2,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,9,2,0,1,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,9,4,11,18,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,11,10,15,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,1,3,18,30,13XX E KENT AVE N,Sunset,494326.1307,5450731.895
Break and Enter Commercial,2019,1,29,10,13,13XX GLEN DR,Strathcona,494078.8417,5457787.616
Break and Enter Commercial,2019,2,28,9,23,13XX GLEN DR,Strathcona,494078.8417,5457787.616
Break and Enter Commercial,2019,2,3,17,30,13XX HARO ST,West End,490541.2037,5459331.601
Break and Enter Commercial,2019,6,10,0,0,13XX HOMER ST,Central Business District,490890.868,5457923.883
Break and Enter Commercial,2019,4,26,8,5,13XX HOMER ST,Central Business District,490891.9138,5457924.991
Break and Enter Commercial,2019,2,5,17,0,13XX HORNBY ST,Central Business District,490494.7193,5458221.529
Break and Enter Commercial,2019,10,30,19,0,13XX HORNBY ST,Central Business District,490497.5549,5458237.179
Break and Enter Commercial,2019,3,1,6,0,13XX HOWE ST,Central Business District,490531.4652,5458135.81
Break and Enter Commercial,2019,1,8,6,30,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494394.7483,5455324.944
Break and Enter Commercial,2019,5,26,7,0,13XX NICOLA ST,West End,489804.3619,5458898.682
Break and Enter Commercial,2019,1,7,19,30,13XX ODLUM DR,Grandview-Woodland,494470.5906,5457726.536
Break and Enter Commercial,2019,8,26,11,50,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.505
Break and Enter Commercial,2019,9,13,11,15,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.505
Break and Enter Commercial,2019,10,14,8,59,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.505
Break and Enter Commercial,2019,1,27,8,45,13XX ODLUM DR,Grandview-Woodland,494480.8447,5457806.081
Break and Enter Commercial,2019,6,11,16,0,13XX POWELL ST,Grandview-Woodland,494425.2401,5458933.681
Break and Enter Commercial,2019,5,10,5,42,13XX RICHARDS ST,Central Business District,490785.3939,5457960.913
Break and Enter Commercial,2019,9,22,7,0,13XX RICHARDS ST,Central Business District,490833.7723,5457995.689
Break and Enter Commercial,2019,10,25,14,51,13XX ROBSON ST,West End,490599.1157,5459416.021
Break and Enter Commercial,2019,6,3,0,0,13XX ROBSON ST,West End,490628.1521,5459399.975
Break and Enter Commercial,2019,9,14,11,30,13XX ROBSON ST,West End,490628.1521,5459399.975
Break and Enter Commercial,2019,2,1,2,0,13XX ROLSTON ST,Central Business District,490735.2931,5458092.439
Break and Enter Commercial,2019,7,21,4,35,13XX ROLSTON ST,Central Business District,490735.2931,5458092.439
Break and Enter Commercial,2019,9,3,22,0,13XX SE MARINE DR,Sunset,494193.7949,5450937.012
Break and Enter Commercial,2019,3,12,4,55,13XX SEYMOUR ST,Central Business District,490698.7462,5457992.9
Break and Enter Commercial,2019,5,13,5,0,13XX SEYMOUR ST,Central Business District,490731.4725,5458023.832
Break and Enter Commercial,2019,1,2,0,53,13XX SEYMOUR ST,Central Business District,490764.3347,5458062.353
Break and Enter Commercial,2019,1,26,18,56,13XX SEYMOUR ST,Central Business District,490764.3347,5458062.353
Break and Enter Commercial,2019,4,14,23,27,13XX SEYMOUR ST,Central Business District,490764.3347,5458062.353
Break and Enter Commercial,2019,3,9,8,20,13XX VENABLES ST,Grandview-Woodland,494412.6042,5458229.433
Break and Enter Commercial,2019,9,17,11,15,13XX VENABLES ST,Grandview-Woodland,494413.3985,5458229.419
Break and Enter Commercial,2019,8,23,21,0,13XX W 10TH AVE,Fairview,490176.6802,5456649.812
Break and Enter Commercial,2019,8,10,21,57,13XX W 12TH AVE,Fairview,490190.2096,5456445.132
Break and Enter Commercial,2019,4,6,8,30,13XX W 15TH AVE,Fairview,490177.3236,5456141.31
Break and Enter Commercial,2019,2,21,8,30,13XX W 4TH AVE,Fairview,490174.9423,5457110.396
Break and Enter Commercial,2019,7,19,0,0,13XX W 4TH AVE,Fairview,490174.9423,5457110.396
Break and Enter Commercial,2019,1,13,19,11,13XX W 70TH AVE,Marpole,490141.8686,5450653.051
Break and Enter Commercial,2019,1,27,21,30,13XX W 73RD AVE,Marpole,490077.4961,5450192.373
Break and Enter Commercial,2019,7,31,22,0,13XX W 73RD AVE,Marpole,490149.3738,5450172.5
Break and Enter Commercial,2019,9,18,4,43,13XX W 8TH AVE,Fairview,490128.1728,5456868.375
Break and Enter Commercial,2019,5,16,3,0,13XX W BROADWAY AVE,Fairview,490154.7145,5456757.945
Break and Enter Commercial,2019,5,2,4,30,13XX W BROADWAY AVE,Fairview,490227.5115,5456755.918
Break and Enter Commercial,2019,10,16,3,15,13XX W BROADWAY AVE,Fairview,490227.5115,5456755.918
Break and Enter Commercial,2019,6,15,16,0,13XX W GEORGIA ST,West End,490695.4261,5459565.965
Break and Enter Commercial,2019,8,5,17,37,13XX W GEORGIA ST,Central Business District,490745.8416,5459529.059
Break and Enter Commercial,2019,9,8,8,45,13XX W PENDER ST,Central Business District,490761.359,5459636.447
Break and Enter Commercial,2019,7,10,6,15,14XX ADANAC ST,Grandview-Woodland,494585.6015,5458318.719
Break and Enter Commercial,2019,4,18,21,0,14XX BARCLAY ST,West End,490341.2446,5459365.076
Break and Enter Commercial,2019,8,17,8,5,14XX BARCLAY ST,West End,490341.2446,5459365.076
Break and Enter Commercial,2019,10,29,4,56,14XX BARCLAY ST,West End,490341.2446,5459365.076
Break and Enter Commercial,2019,5,11,1,59,14XX BEACH AVE,West End,489850.2042,5458776.721
Break and Enter Commercial,2019,9,24,7,51,14XX BURNABY ST,West End,489981.7963,5458955.76
Break and Enter Commercial,2019,5,16,23,30,14XX BUTE ST,West End,490035.1912,5458514.959
Break and Enter Commercial,2019,5,19,5,44,14XX CARTWRIGHT ST,Fairview,490147.6376,5457503.736
Break and Enter Commercial,2019,10,8,0,29,14XX CEDAR COTTAGE MEWS,Kensington-Cedar Cottage,494517.7307,5455159.876
Break and Enter Commercial,2019,2,26,0,52,14XX CLARK DR,Strathcona,494370.0728,5457696.213
Break and Enter Commercial,2019,8,24,7,14,14XX COMMERCIAL DR,Grandview-Woodland,494931.2825,5457670.995
Break and Enter Commercial,2019,3,7,6,30,14XX COMMERCIAL DR,Grandview-Woodland,494931.7437,5457699.149
Break and Enter Commercial,2019,1,12,2,20,14XX CONNAUGHT DR,Shaughnessy,489971.1505,5454747.045
Break and Enter Commercial,2019,4,22,0,0,14XX CREEKSIDE DR,Fairview,489755.3691,5457785.574
Break and Enter Commercial,2019,8,22,10,15,14XX CREEKSIDE DR,Fairview,489756.421,5457810.443
Break and Enter Commercial,2019,8,31,10,26,14XX CREEKSIDE DR,Fairview,489764.4032,5457805.982
Break and Enter Commercial,2019,5,17,14,12,14XX E 1ST AVE,Grandview-Woodland,494574.0454,5457427.988
Break and Enter Commercial,2019,9,30,1,22,14XX E 3RD AVE,Grandview-Woodland,494546.6995,5457237.977
Break and Enter Commercial,2019,5,30,18,0,14XX E 57TH AVE,Victoria-Fraserview,494398.5284,5451703.229
Break and Enter Commercial,2019,8,14,10,28,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4
Break and Enter Commercial,2019,10,19,3,5,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4
Break and Enter Commercial,2019,10,26,4,38,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4
Break and Enter Commercial,2019,11,10,13,30,14XX E GEORGIA ST,Grandview-Woodland,494531.9352,5458427.982
Break and Enter Commercial,2019,8,6,22,7,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.013
Break and Enter Commercial,2019,10,27,4,40,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.013
Break and Enter Commercial,2019,5,22,7,23,14XX E KENT AVE N,Victoria-Fraserview,494388.9676,5450730.818
Break and Enter Commercial,2019,1,2,9,44,14XX FRANCES ST,Grandview-Woodland,494579.5709,5458527.145
Break and Enter Commercial,2019,1,20,4,10,14XX FRANCES ST,Grandview-Woodland,494594.3682,5458517.689
Break and Enter Commercial,2019,5,26,0,0,14XX HARWOOD ST,West End,489882.076,5458901.111
Break and Enter Commercial,2019,8,5,18,0,14XX HARWOOD ST,West End,489909.7705,5458860.803
Break and Enter Commercial,2019,2,26,0,0,14XX HARWOOD ST,West End,489910.908,5458859.676
Break and Enter Commercial,2019,11,4,3,32,14XX HORNBY ST,Central Business District,490393.2453,5458132.775
Break and Enter Commercial,2019,5,18,3,2,14XX HOWE ST,Central Business District,490435.076,5458022.934
Break and Enter Commercial,2019,2,1,4,12,14XX PENNYFARTHING DR,Fairview,489676.0907,5457754.067
Break and Enter Commercial,2019,2,8,19,40,14XX ROBSON ST,West End,490542.7452,5459472.143
Break and Enter Commercial,2019,2,3,4,8,14XX ROBSON ST,West End,490544.4444,5459470.489
Break and Enter Commercial,2019,5,17,12,5,14XX STATION ST,Strathcona,492871.707,5457674.859
Break and Enter Commercial,2019,3,24,22,0,14XX STRATHMORE MEWS,Central Business District,490773.8097,5457823.364
Break and Enter Commercial,2019,11,8,5,28,14XX SW MARINE DR,Marpole,489836.8156,5450216.718
Break and Enter Commercial,2019,3,24,6,10,14XX VENABLES ST,Grandview-Woodland,494558.38,5458226.784
Break and Enter Commercial,2019,3,6,11,26,14XX VENABLES ST,Grandview-Woodland,494559.2529,5458226.768
Break and Enter Commercial,2019,1,1,4,22,14XX W 12TH AVE,Fairview,489973.9462,5456460.287
Break and Enter Commercial,2019,2,8,20,0,14XX W 73RD AVE,Marpole,489941.1453,5450266.495
Break and Enter Commercial,2019,11,9,23,0,14XX W 8TH AVE,Fairview,490022.3267,5456871.173
Break and Enter Commercial,2019,2,9,15,16,14XX W BROADWAY AVE,Fairview,490077.4949,5456759.932
Break and Enter Commercial,2019,4,11,10,55,14XX W GEORGIA ST,Central Business District,490632.1266,5459642.572
Break and Enter Commercial,2019,8,2,20,19,14XX W GEORGIA ST,Central Business District,490632.3008,5459642.396
Break and Enter Commercial,2019,10,13,0,45,14XX W PENDER ST,Central Business District,490625.7297,5459708.451
Break and Enter Commercial,2019,8,16,7,11,15XX BARCLAY ST,West End,490274.5529,5459444.242
Break and Enter Commercial,2019,9,19,15,26,15XX BARCLAY ST,West End,490288.3873,5459430.678
Break and Enter Commercial,2019,6,18,11,36,15XX BEACH AVE,West End,489744.1976,5458883.783
Break and Enter Commercial,2019,8,7,15,20,15XX BEACH AVE,West End,489744.1976,5458883.783
Break and Enter Commercial,2019,8,22,1,4,15XX BEACH AVE,West End,489744.1976,5458883.783
Break and Enter Commercial,2019,1,7,1,45,15XX E 3RD AVE,Grandview-Woodland,494738.8903,5457226.105
Break and Enter Commercial,2019,5,25,12,40,15XX E BROADWAY AVE,Kensington-Cedar Cottage,494668.3725,5456619.364
Break and Enter Commercial,2019,4,11,21,25,15XX E HASTINGS ST,Grandview-Woodland,494703.9379,5458724.739
Break and Enter Commercial,2019,5,1,2,54,15XX E HASTINGS ST,Grandview-Woodland,494703.9379,5458724.739
Break and Enter Commercial,2019,9,11,1,30,15XX HARO ST,West End,490319.2247,5459538.903
Break and Enter Commercial,2019,10,22,10,24,15XX HARO ST,West End,490319.2247,5459538.903
Break and Enter Commercial,2019,9,25,13,56,15XX HARO ST,West End,490386.3557,5459483.226
Break and Enter Commercial,2019,1,9,10,25,15XX HOMER MEWS,Central Business District,490763.3235,5457654.689
Break and Enter Commercial,2019,8,1,4,30,15XX HORNBY ST,Central Business District,490343.2374,5458068.915
Break and Enter Commercial,2019,3,13,6,15,15XX HOWE ST,Central Business District,490413.6473,5458000.534
Break and Enter Commercial,2019,9,6,6,14,15XX ISLAND PARK WALK,Fairview,489999.9609,5457483.837
Break and Enter Commercial,2019,1,23,1,27,15XX ISLAND PARK WALK,Fairview,490004.7375,5457480.74
Break and Enter Commercial,2019,3,22,8,42,15XX ISLAND PARK WALK,Fairview,490004.7375,5457480.74
Break and Enter Commercial,2019,2,25,11,27,15XX JOHNSTON ST,Fairview,490195.5228,5457680.181
Break and Enter Commercial,2019,5,3,18,0,15XX JOHNSTON ST,Fairview,490200.5096,5457674.377
Break and Enter Commercial,2019,6,18,0,55,15XX ROBSON ST,West End,490430.2984,5459582.307
Break and Enter Commercial,2019,9,24,5,40,15XX ROBSON ST,West End,490440.955,5459584.598
Break and Enter Commercial,2019,2,9,5,14,15XX ROBSON ST,West End,490441.61,5459583.946
Break and Enter Commercial,2019,10,20,14,54,15XX ROBSON ST,West End,490446.4684,5459579.106
Break and Enter Commercial,2019,3,1,23,46,15XX VENABLES ST,Grandview-Woodland,494673.7744,5458224.417
Break and Enter Commercial,2019,9,12,8,10,15XX VERNON DR,Strathcona,494267.8972,5457563.444
Break and Enter Commercial,2019,9,21,0,14,15XX VERNON DR,Strathcona,494267.8972,5457563.444
Break and Enter Commercial,2019,8,16,10,31,15XX W 2ND AVE,Fairview,489883.1383,5457448.664
Break and Enter Commercial,2019,7,6,6,0,15XX W 33RD AVE,Shaughnessy,489746.8638,5454352.435
Break and Enter Commercial,2019,7,14,6,31,15XX W 3RD AVE,Fairview,489801.7743,5457352.954
Break and Enter Commercial,2019,8,19,9,35,15XX W 3RD AVE,Fairview,489820.7469,5457343.305
Break and Enter Commercial,2019,9,11,3,30,15XX W 3RD AVE,Fairview,489820.7469,5457343.305
Break and Enter Commercial,2019,7,24,5,0,15XX W 57TH AVE,Kerrisdale,489633.457,5451858.925
Break and Enter Commercial,2019,2,23,12,0,15XX W 57TH AVE,Kerrisdale,489756.3909,5451853.947
Break and Enter Commercial,2019,2,25,6,47,15XX W 57TH AVE,Kerrisdale,489756.3909,5451853.947
Break and Enter Commercial,2019,7,20,21,46,15XX W 57TH AVE,Kerrisdale,489756.3909,5451853.947
Break and Enter Commercial,2019,9,18,1,35,15XX W 57TH AVE,Kerrisdale,489756.3909,5451853.947
Break and Enter Commercial,2019,4,6,22,14,15XX W 6TH AVE,Fairview,489890.4128,5457052.368
Break and Enter Commercial,2019,3,8,8,0,15XX W 7TH AVE,Fairview,489803.8257,5456961.1
Break and Enter Commercial,2019,10,19,5,33,15XX W 7TH AVE,Fairview,489813.8887,5456969.986
Break and Enter Commercial,2019,7,12,7,50,15XX W 7TH AVE,Fairview,489868.5965,5456959.38
Break and Enter Commercial,2019,3,19,11,23,15XX W 7TH AVE,Fairview,489869.3338,5456959.403
Break and Enter Commercial,2019,3,10,5,0,15XX W 8TH AVE,Fairview,489769.1783,5456868.688
